date,horaire,team_home,team_away,score,cote1,coteN,cote2
08122017,14:00,Pachuca ,Wydad ,1 : 0 (0 : 0),1.85,3.39,4.33
08122017,17:30,Al-Jazira ,Urawa,1 : 0,5.50,3.60,1.66
05122017,18:00,Al-Jazira ,Auckland City,1 : 0,1.64,3.75,5.25
